OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1903619,04092010162,Circus Family Restaurant,1600 Wake Forest Rd ,,RALEIGH,NC,27604-1333,(919) 834-2213,1991/04/25 04:00:00+00,Restaurant,7247,-78.62468351,35.80050101,M
1903620,04092011193,El Rodeo Restaurant,2404 Wake Forest Rd,,RALEIGH,NC,27608-1710,(919) 833-1460,1992/12/10 05:00:00+00,Restaurant,7254,-78.6259391,35.81378428,M
1903621,04092021333,Lowes Foods #218 Deli ,8201 Rowlock WAY ,,RALEIGH,NC,27612,(919) 792-0304,2005/06/16 04:00:00+00,Food Stand,7255,-78.73779144,35.88567273,M
1903622,04092013091,Burger King #12979,3101 INTEGRITY DR ,,GARNER,NC,27529-8599,(919) 661-7718,2000/01/21 05:00:00+00,Restaurant,7303,-78.58225808,35.72489369,M
1903623,04092015470,TIJUANA FLATS #138,1310 E MILLBROOK RD ,,RALEIGH,NC,27609,(919) 790-6409,2009/09/04 04:00:00+00,Restaurant,7305,-78.61557526,35.84978294,M
1903624,04092030454,Capones Chicago Eats  (WCID #750),8101 Holly Springs RD ,M-Sat 11-2,Raleigh ,NC,27606,(919) 757-9514,2019/12/09 05:00:00+00,Pushcarts,7309,-78.76164101,35.70858774,M
1903625,04092018719,Union Special Downtown,401 FAYETTEVILLE ST,Suite 103,RALEIGH,NC,27601,(984) 200-3094 ext. 7004,2021/10/05 04:00:00+00,Restaurant,7312,-78.63909101,35.77542096,M
1903626,04092014748,Jersey Mike's,701 N Main ST,,FUQUAY-VARINA,NC,27529,(919) 557-3000,2006/10/31 04:00:00+00,Restaurant,7313,-78.79264626,35.59174507,M
1903627,04092016935,TACO BELL #30930,1125 US-70 ,,GARNER,NC,27529,(919) 803-4328,2015/05/21 04:00:00+00,Restaurant,7236,0,0,U
1903628,04092022022,Harris Teeter #304 Deli/Bakery,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 04:00:00+00,Food Stand,7314,-78.78791806,35.91890974,M
1903629,04092021484,Food Lion #2638 Meat Market/Seafood,6209 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 772-5894,2007/11/05 05:00:00+00,Food Stand,7316,-78.54796019,35.72312495,M
1903630,04092018437,Noodles & Company #871,2031 CAMERON ST,,RALEIGH,NC,27605,(919) -,2020/09/08 04:00:00+00,Restaurant,7317,-78.66025735,35.7899673,M
1903631,04092015807,CARIBOU COFFEE #306,109 SW MAYNARD RD ,,CARY,NC,27511,(919) 319-6265,2010/08/27 04:00:00+00,Restaurant,7318,-78.78269118,35.77098761,M
1903632,04092110094,Leesville High School Cafeteria,8409 Leesville Rd ,,RALEIGH,NC,27613,(919) 870-4250 ext. 24541,1993/08/31 04:00:00+00,Public School Lunchrooms,7322,-78.71776597,35.88906793,M
1903633,04092011463,Philly Steak And Subs,4701 ATLANTIC AVE,,RALEIGH,NC,27604-8108,(919) 878-5748,1994/03/18 04:00:00+00,Restaurant,7327,-78.60292943,35.84801871,M
1903634,04092020976,Food Lion #1654 Deli,7440 Louisburg Rd,,RALEIGH,NC,27616-6482,(919) 875-1394,2000/07/01 04:00:00+00,Food Stand,7335,-78.53977,35.87454018,M
1903635,04092014287,FireBirds Rocky Mountain Grill #2,4350 Lassiter At N. Hills Ave. Ste. 118 ,,RALEIGH,NC,27609,(919) 788-8778,2005/04/05 04:00:00+00,Restaurant,7345,-78.64323049,35.83718561,M
1903636,04092013959,Milton's Pizza & Pasta,14520 New Falls of Neuse RD ,,RALEIGH,NC,27614,(919) 570-9099,2003/12/23 05:00:00+00,Restaurant,7367,-78.54213039,35.94426307,M
1903637,04092030445,The Pounded Pig (WCID #742),2161 S WILMINGTON ST ,,RALEIGH,NC,27603-2559,(860) 604-2181,2019/10/14 04:00:00+00,Mobile Food Units,7351,-78.64171063,35.75324624,M
1903638,04092010302,GOODBERRY'S #6,2421 Spring Forest Rd,,RALEIGH,NC,27615-7540,(919) 878-8159,1991/05/02 04:00:00+00,Restaurant,7382,-78.59868826,35.8608486,M
1903639,04092018259,Las Marias Tacos Y Pupusas Restaurant ,1600 Ronald DR ,STE 107,RALEIGH,NC,27609,(919) 977-8149,2019/12/10 05:00:00+00,Restaurant,7385,-78.61019076,35.83816392,M
1903640,04092017301,ESMERALDA GRILL,748 E CHATHAM ST ,SUITE J,CARY,NC,27511,(919) 377-2455,2016/08/26 04:00:00+00,Restaurant,7396,-78.76514155,35.79157241,M
1903641,04092021338,Harris Teeter #104 Meat Market,4093 Davis DR ,,MORRISVILLE,NC,27560,(919) 380-0354,2005/08/05 04:00:00+00,Food Stand,7407,-78.85811603,35.8356265,M
1903642,04092018306,MC Restaurant,324 S ACADEMY ST ,,CARY,NC,27511,(919) 302-3690,2020/01/27 05:00:00+00,Restaurant,7432,-78.78164208,35.78328321,M
1903643,04092021055,Food Lion #193 Deli,5633 CREEDMOOR RD,,RALEIGH,NC,27612-6316,(919) 781-0597,2001/02/26 05:00:00+00,Food Stand,7442,-78.68200551,35.85879117,M
1903644,04092300166,Food Lion #572 Meat Market ,8320-120 LITCHFORD RD ,,RALEIGH,NC,27615-2464,(919) 790-8146,2000/07/01 04:00:00+00,Meat Market,7436,-78.6010328,35.89310541,M
1903645,04092014447,La Rancherita Mexican Restaurant,7420 Six Forks  RD ,,RALEIGH,NC,27615,(919) 844-6330,2005/12/08 05:00:00+00,Restaurant,7457,-78.64526778,35.88157372,M
1903646,04092015798,Bojangles,3025 Winston Hill DR ,,CARY,NC,27519,(919) 460-9224,2010/10/21 04:00:00+00,Restaurant,7460,-78.84654757,35.78948112,M
1903647,04092017309,BOTTLEDOG BITES & BREWS,8306 CHAPEL HILL  RD ,,CARY,NC,27513,(919) 694-5377,2016/09/08 04:00:00+00,Restaurant,7464,-78.77617181,35.79224815,M
1903648,04092017881,Daddy D's BBQ,1526 Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 552-6464,2018/06/20 04:00:00+00,Restaurant,7446,-78.80365428,35.60369755,T
1903649,04092160089,Hilltop Home Kitchen,2820 Kidd  RD ,PO Box 46749,RALEIGH,NC,27610-6749,(919) 231-8315,2020/03/03 05:00:00+00,Institutional Food Service,7473,-78.5890506,35.7775139,M
1903650,04092014389,Frankie's Restaurant,11190 Fun Park DR ,,RALEIGH,NC,27617,(919) 433-7888,2005/09/16 04:00:00+00,Restaurant,7477,-78.79335269,35.9187995,M
1903651,04092014393,LongHorn Steakhouse #251,8121 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 484-7669,2005/10/03 04:00:00+00,Restaurant,7478,-78.78398096,35.90950546,M
1903652,04092014405,Starbucks # 9465,4421 New Bern AVE ,,RALEIGH,NC,27610,(919) 231-3271,2005/10/19 04:00:00+00,Restaurant,7482,-78.56075395,35.79892111,M
1903653,04092030516,Nice Nuff Jamaican Cuisine (WCID #806),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 931-1627,2021/01/21 05:00:00+00,Mobile Food Units,7485,-78.63902655,35.752054,M
1903654,04092020400,Capital Creations Pizza,1842 Wake Forest Rd ,,RALEIGH,NC,27606,(919) 836-8000,1992/02/19 05:00:00+00,Food Stand,7493,-78.62435652,35.80561704,M
1903655,04092018187,ZAXBY'S,1021 N HARRISON  AVE ,,RALEIGH,NC,27513,(919) 481-2070,2019/09/26 04:00:00+00,Restaurant,7484,-78.78302072,35.8036362,M
1903656,04092011070,OUTBACK STEAKHOUSE #3440,7500 CREEDMOOR RD ,,RALEIGH,NC,27613-1641,(919) 846-3848,1992/08/10 04:00:00+00,Restaurant,7497,-78.67924027,35.88823629,M
1903657,04092021059,Harris Teeter #90 Meat Market,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-3534,2001/03/15 04:00:00+00,Food Stand,7509,-78.72593809,35.90878313,M
1903658,04092012057,Waraji Japanese Restaurant,5910 DURALEIGH RD ,Ste 147,RALEIGH,NC,27612-2580,(919) 783-1883,1997/06/09 04:00:00+00,Restaurant,7526,-78.7119967,35.8587201,M
1903659,04092160085,SPRING ARBOR OF CARY FOOD SERVICE,1705 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 388-9635,2017/07/25 04:00:00+00,Institutional Food Service,7543,-78.78033541,35.74536609,M
1903660,04092110524,Buckhorn Elementary School Cafeteria,5651 Honeycutt RD ,,HOLLY SPRINGS,NC,27540,(919) 694-8970 ext. 27660,2018/07/20 04:00:00+00,Public School Lunchrooms,7545,-78.84419078,35.61830785,M
1903661,04092300192,Food Lion #536 Meat Market ,9101 - 107 Leesville Rd,,RALEIGH,NC,27613,,2001/01/01 05:00:00+00,Meat Market,7508,0,0,U
1903662,04092016545,GONZA TACOS Y TEQUILA,1849 S MAIN ST ,STE 100,WAKE FOREST,NC,27587,(919) 205-2500,2013/11/08 05:00:00+00,Restaurant,7546,-78.52626448,35.95102854,M
1903663,04092018340,Seoul Garden,4701-131 Atlantic Ave,,RALEIGH,NC,27604,(919) 850-9984,2020/04/07 04:00:00+00,Restaurant,7520,-78.60177748,35.8482227,M
1903664,04092025185,Pretzelmaker,4325 Glenwood AVE ,Suite 2049,RALEIGH,NC,27612,(919) 783-5702,2018/07/03 04:00:00+00,Food Stand,7548,-78.68184484,35.84183815,T
1903665,04092014448,Fu Kee Express,6320 Capital Blv,,RALEIGH,NC,27616,(919) 872-2661,2005/12/01 05:00:00+00,Restaurant,7555,-78.57847002,35.87073633,M
1903666,04092011677,Residence Inn Foodservice,1000 NAVAHO DR ,,RALEIGH,NC,27609-7311,(919) 878-6100,1995/04/28 04:00:00+00,Restaurant,7584,-78.62401365,35.82750878,M
1903667,04092030437,Captain John's Seafood (WCID #730),308 Southtown Circle,,ROLESVILLE,NC,27591,(919) 717-7598,2019/08/08 04:00:00+00,Mobile Food Units,7589,-78.47039569,35.91648377,M
1903668,04092015474,BISCUITVILLE #184,4305 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 803-8112,2009/09/24 04:00:00+00,Restaurant,7590,-78.65307339,35.72039578,M
1903669,04092016083,NEW RAINBOW CHINESE RESTAURANT,3427 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 567-8272,2012/01/31 05:00:00+00,Restaurant,7592,-78.7258865,35.62516136,M
1903670,04092110483,Smith Magnet Elementary School Cafeteria,1101 MAXWELL DR ,,RALEIGH,NC,27603,(919) 662-2465,2009/08/14 04:00:00+00,Public School Lunchrooms,7625,-78.65338964,35.71157285,M
1903671,04092110474,MARTIN MIDDLE SCHOOL CAFETERIA,1701  RIDGE RD ,,RALEIGH,NC,27607,(919) 881-4970 ext. 27404,2008/08/20 04:00:00+00,Public School Lunchrooms,7626,-78.68698752,35.81248956,M
1903672,04092011649,DANNY'S BARBEQUE,311 ASHVILLE AVE ,,CARY,NC,27518,(919) 851-5541,1995/03/01 05:00:00+00,Restaurant,7634,-78.78493778,35.73790672,M
1903673,04092014858,Moe's Southwest Grill #683,280 Meeting ST ,Ste 101,CARY,NC,27518,(919) 854-1111,2007/04/30 04:00:00+00,Restaurant,7642,-78.74478781,35.75666346,M
1903674,04092018069,Hibachi 88,6213 Rock Quarry RD ,Ste 116,Raleigh,NC,27610,(919) 662-8899,2019/03/11 04:00:00+00,Restaurant,7643,-78.54796019,35.72312495,M
1903675,04092018597,Jersey Mike's Subs #3002,5910 Duraleigh RD ,,RALEIGH,NC,27612,(919) 787-2540,2021/03/26 04:00:00+00,Restaurant,7646,-78.7119967,35.8587201,M
1903676,04092014702,Subway,8109-101 Fayetteville RD ,,RALEIGH,NC,27603,(919) 779-0636,2006/10/19 04:00:00+00,Restaurant,7630,-78.7013693,35.66354199,M
1903677,04092017940,MCDONALDS #3259,869 SE MAYNARD RD ,,CARY,NC,27511-4205,(919) 467-3883,2018/09/28 04:00:00+00,Restaurant,7647,-78.76464709,35.7763081,M
1903678,04092110511,PLEASANT GROVE CHURCH ROAD ELEMENTARY CAFETERIA,3605 PLEASANT GROVE CHURCH RD ,,CARY,NC,27560,(919) 694-8770 ext. 22843,2016/07/28 04:00:00+00,Public School Lunchrooms,7649,-78.82078848,35.88684252,M
1903679,04092021066,Circle K #8527,2100 E Millbrook Rd,,RALEIGH,NC,27604-1743,(919) 850-9776,2001/05/03 04:00:00+00,Food Stand,7663,-78.60121486,35.84846578,M
1903680,04092018400,Mookies NY Deli,1010 TRYON VILLAGE DR,705,CARY,NC,27518-7193,(919) 900-7770,2020/07/08 04:00:00+00,Restaurant,7674,-78.7453538,35.74635942,M
1903681,04092021132,Whole Foods Market Produce Department,3540 WADE AVE ,,RALEIGH,NC,27607-4048,(919) 828-5805,2002/07/23 04:00:00+00,Food Stand,7677,-78.68558086,35.80212022,M
1903682,04092011948,Starbucks Coffee # 8217,6282 GLENWOOD AVE ,#104 STE 104,RALEIGH,NC,27612-2651,(919) 785-0111,1996/10/18 04:00:00+00,Restaurant,7712,-78.70313649,35.85876954,M
1903683,04092013122,McDonald's #14342,3026 Capital BLVD ,,RALEIGH,NC,27604-3334,(919) 878-0701,2000/03/11 05:00:00+00,Restaurant,7725,-78.59113149,35.82041654,M
1903684,04092020681,A & K Food Mart #2,601 W Williams St ,P.O. BOX 220,APEX,NC,27502,(919) 303-5101,1995/10/17 04:00:00+00,Food Stand,7750,-78.86345442,35.73622526,M
1903685,04092021943,Circle K #2720823,5801  TRYON  RD ,,CARY,NC,27518,(919) 859-5800,2016/02/17 05:00:00+00,Food Stand,7786,-78.73858612,35.74524027,M
1903686,04092160083,RALEIGH REHABILITATION CENTER KITCHEN,616 WADE AVE ,,RALEIGH,NC,27605-1237,(919) 828-6251,2014/07/22 04:00:00+00,Institutional Food Service,7803,-78.65108414,35.79677027,M
1903687,04092030545,Los Dos Carnales Mexican Food (WCID #836),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 625-8115,2021/06/07 04:00:00+00,Mobile Food Units,7808,-78.7114342,35.63398295,M
1903688,04092013062,PNC 118-120,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/12/07 05:00:00+00,Restaurant,7809,-78.7229363,35.8032419,M
1903689,04092014754,Lam's Garden Restaurant,1100-113 Raleigh BLVD ,,RALEIGH,NC,27610,(919) 828-2118,2006/12/22 05:00:00+00,Restaurant,7783,-78.61277558,35.79430477,M
1903690,04092013137,SUBWAY #22217,1601 CROSS LINK RD,,RALEIGH,NC,27610-4186,(919) 835-1555,2000/03/20 04:00:00+00,Restaurant,7814,-78.61481064,35.75482608,M
1903691,04092014456,#1 CHINA,764 W Williams ST ,,APEX,NC,27502,(919) 362-6887,2005/12/27 05:00:00+00,Restaurant,7818,-78.86276064,35.73803218,M
1903692,04092014458,Bojangles #36,8680 Glenwood AVE ,,RALEIGH,NC,27612,(919) 277-0600,2005/12/05 05:00:00+00,Restaurant,7819,-78.74320443,35.88674606,M
1903693,04092050011,Ravenscroft School Dining,7409 FALLS OF NEUSE RD,,RALEIGH,NC,27615-5316,(919) 847-0900 ext. 2237,1993/11/10 05:00:00+00,Private School Lunchrooms,7828,-78.63135227,35.88450956,M
1903694,04092030534,Chicken Shack South (WCID #823),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 616-6562,2021/04/20 04:00:00+00,Mobile Food Units,7850,-78.7114342,35.63398295,M
1903695,04092012930,PTA Of Wake Forest,12277 CAPITAL BLVD ,,WAKE FOREST,NC,27587-6200,(919) 554-1400,1999/05/17 04:00:00+00,Restaurant,7858,-78.54097555,35.98087356,M
1903696,04092160047,Capital Nursing and Rehabilitation Center Kitchen,3000 Holston LN ,,RALEIGH,NC,27610,(919) 231-6045,2006/01/27 05:00:00+00,Institutional Food Service,7863,-78.58303038,35.78492732,M
1903697,04092040382,Bella's Hot Dogs #2 (WCID# 760),4901 Capital BLVD ,,RALEIGH,NC,27616,(919) 218-2724,2020/03/13 04:00:00+00,Pushcarts,7869,-78.58308122,35.85290297,M
1903698,04092160013,Hillside Nursing Center Foodservice,968 E Wait Ave,,WAKE FOREST,NC,27587,(919) 556-4082,2003/06/06 04:00:00+00,Institutional Food Service,7843,-78.49433678,35.97211932,M
1903699,04092030207,TACOS CAMPA (WCID #353),18 W THIRD ST ,,WENDELL,NC,27591,(919) 365-0069,2009/03/13 04:00:00+00,Mobile Food Units,7904,-78.37068542,35.78151266,M
1903700,04092011278,Hardees #1638,403 S Main St ,,ROLESVILLE,NC,27571-9664,(919) 554-2720,1993/05/07 04:00:00+00,Restaurant,7912,-78.46490482,35.91816232,M
1903701,04092015070,McDonald's #31681,6320 Battle Bridge RD ,,RALEIGH,NC,27610,(919) 773-4124,2008/02/22 05:00:00+00,Restaurant,7923,-78.54690151,35.72382379,M
1903702,04092018511,Another Broken Egg,160 Park at North Hills ST ,,RALEIGH,NC,27609,(919) 881-2571,2020/12/22 05:00:00+00,Restaurant,7935,-78.63811885,35.83636262,M
1903703,04092017746,Burger Fi,2052 RENAISSANCE PARK PL ,,CARY,NC,27513,(919) 659-8700,2017/11/29 05:00:00+00,Restaurant,7945,-78.77115656,35.82699882,M
1903704,04092018099,Layered Croissanterie,911 N WEST ST,107,RALEIGH,NC,27603-2576,(984) 200-1200,2019/05/15 04:00:00+00,Restaurant,7947,-78.64438198,35.79144303,M
1903705,04092040394,Duke's Doggs,717 E MARTIN ST,199,RALEIGH,NC,27601-1991,(919) 669-3858,2021/09/14 04:00:00+00,Pushcarts,7950,-78.62694437,35.77678359,M
1903706,04092013811,Moe's Southwest Grill #150,506 Daniels St,,RALEIGH,NC,27605,(919) 664-6637,2003/06/16 04:00:00+00,Restaurant,7951,-78.66105804,35.79149603,M
1903707,04092014704,Red Robin #571,1431 Beaver Creek Commons ,,APEX,NC,27502,(919) 363-8599,2006/10/09 04:00:00+00,Restaurant,7949,-78.8826304,35.7473372,M
1903708,04092013835,Starbucks Coffee #8545,125 Weston Pky,,CARY,NC,27513,(919) 677-6104,2003/07/10 04:00:00+00,Restaurant,7956,-78.77115656,35.82699882,M
1903709,04092021510,Harris Teeter #330 Meat/Seafood,1151 Tryon Village  DR ,,CARY,NC,27518,(919) 233-3476,2008/02/21 05:00:00+00,Food Stand,7963,-78.74322582,35.74716614,M
1903710,04092017259,STARBUCKS # 26652,212 HINTON OAKS BLVD ,,KNIGHTDALE,NC,27545,(919) 801-5181,2016/07/19 04:00:00+00,Restaurant,7965,-78.512594,35.79763536,M
1903711,04092015850,FLAME KABOB,7961 SKYLAND RIDGE PKY ,STE 110,RALEIGH,NC,27617,(919) 596-2525,2011/01/09 05:00:00+00,Restaurant,7972,-78.7822603,35.91399796,M
1903712,04092025359,Gaia's Kitchen & Catering @ TKA,2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 271-5274,2021/02/11 05:00:00+00,Food Stand,7967,-78.64171063,35.75324624,M
1903713,04092021836,FOOD LION #727 DELI,900 NE MAYNARD RD ,,CARY,NC,27513,(919) 460-6274,2015/02/27 05:00:00+00,Food Stand,7985,-78.76838489,35.80043169,M
1903714,04092017023,MI RANCHO MEXICAN RESTAURANT,2549 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 836-0807,2015/09/16 04:00:00+00,Restaurant,7986,-78.64827659,35.74907859,M
1903715,04092021613,"SALTWATER SEAFOOD, LLC",4 FENTON ST ,,RALEIGH,NC,27604,(919) 834-1813,2010/05/25 04:00:00+00,Food Stand,7993,-78.62094827,35.80310131,M
1903716,04092015171,Ruth's Chris,4381 LASSITER AT NORTH HILLS AVE ,,RALEIGH,NC,27609,(919) 791-1103,2008/07/11 04:00:00+00,Restaurant,7995,-78.64323049,35.83718561,M
1903717,04092018114,Stir,4242 SIX FORKS RD,Suite 100,RALEIGH,NC,27609,(984) 200-8614,2019/06/12 04:00:00+00,Restaurant,7997,-78.64071469,35.83797961,M
1903718,04092016337,THE CARY PUB,6454  TRYON  RD ,,CARY,NC,27518,(919) 859-1070,2013/01/18 05:00:00+00,Restaurant,7998,-78.7615544,35.74559939,M
1903719,04092021637,EDIBLE ARRANGEMENTS #1159,1028 OBERLIN RD ,STE 238,RALEIGH,NC,27605,(919) 521-8991,2010/12/09 05:00:00+00,Food Stand,8020,-78.65845011,35.79783502,M
1903720,04092160081,Sunnybrook Rehabilitation Center Foodservice,25 Sunnybrook Rd,,RALEIGH,NC,27610,(919) 231-6150,2014/07/17 04:00:00+00,Institutional Food Service,8023,-78.58398146,35.78588239,M
1903721,04092018519,NCMA Sip Coffee Bar,2110 BLUE RIDGE RD ,,RALEIGH,NC,27607,(919) 696-0236,2021/01/21 05:00:00+00,Restaurant,8035,-78.72638982,35.81625023,M
1903722,04092021909,FOOD LION #1338 PRODUCE,620 LAURA DUNCAN RD ,,APEX,NC,27502,(919) 362-3904,2015/11/02 05:00:00+00,Food Stand,8037,-78.84201223,35.73509961,M
1903723,04092300266,JUBBA HALAL MARKET,6715-108 HILLSBOROUGH ST.,,RALEIGH,NC,27606,(919) 233-1133,2014/06/24 04:00:00+00,Meat Market,8034,-78.74399288,35.78876953,M
1903724,04092110469,Aversboro Elementary School Lunchroom,1605  Aversboro RD ,,GARNER,NC,27529,(919) 625-7842,2008/04/04 04:00:00+00,Public School Lunchrooms,8038,-78.61520576,35.68907538,M
1903725,04092018080,Mellow Mushroom,9600 Brier Creek PKY ,,RALEIGH,NC,27617,,2019/03/21 04:00:00+00,Restaurant,8039,-78.80178075,35.90341066,M
1903726,04092017436,SUBWAY #40395,7016 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 467-4612,2016/10/28 04:00:00+00,Restaurant,8041,-78.83404581,35.6363532,M
1903727,04092017995,APPLEBEE'S GRILL & BAR,7831 TARGET CIR ,,RALEIGH,NC,27614,(919) 872-2401,2018/12/13 05:00:00+00,Restaurant,8091,-78.57080589,35.8669538,M
1903728,04092011117,Royal India Restaurant,3901-103 Capital BLVD,,RALEIGH,NC,27604,(919) 981-0849,1992/07/27 04:00:00+00,Restaurant,8079,-78.58295913,35.83464973,M
1903729,04092016240,SUBWAY #52435,1310 FIFTH  AVE ,STE 120,GARNER,NC,27529,(919) 773-9033,2012/08/20 04:00:00+00,Restaurant,8092,-78.6218586,35.70948463,M
1903730,04092021474,Lee's Kitchen,4638 Capital BLVD ,,RALEIGH,NC,27604,(919) 872-7422,2007/09/20 04:00:00+00,Food Stand,8099,-78.57926249,35.84833828,M
1903731,04092017717,Panera Bread #1643,1100 Village Market PL ,,Morrisville,NC,27560,,2017/10/24 04:00:00+00,Restaurant,8115,-78.81334286,35.80607737,M
1903732,04092018539,Joe Van Gogh Cedar West,3109 Poplarwood CT ,STE 115,RALEIGH,NC,27604,(703) 801-2266,2021/02/19 05:00:00+00,Restaurant,8121,-78.60554911,35.81700078,M
1903733,04092014977,Starbucks Coffee Co,8204-120 Tryon Woods DR ,,CARY,NC,27518,(919) 851-6439,2007/10/22 04:00:00+00,Restaurant,8100,-78.74169613,35.74700826,M
1903734,04092013047,Wake Forest BP Restaurant,103 N WHITE ST,,WAKE FOREST,NC,27587-2645,(919) 554-2294,1999/11/17 05:00:00+00,Restaurant,8128,-78.5093452,35.97984339,M
1903735,04092013029,PNC CLUB KITCHEN,1400 EDWARDS MILL RD,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/10/28 04:00:00+00,Restaurant,8136,-78.7229363,35.8032419,M
1903736,04092018196,POKANO POKE ISLAND GRILL,8107 Creedmoor RD ,Ste 110,RALEIGH,NC,27613,(984) 200-2990,2019/10/11 04:00:00+00,Restaurant,8141,-78.68116797,35.89788799,M
1903737,04092021011,Food Lion #90 Deli,4317 FALLS OF NEUSE RD,,RALEIGH,NC,27609-6283,(919) 872-5376,2000/07/01 04:00:00+00,Food Stand,8144,-78.61339277,35.84095998,M
1903738,04092300157,Food Lion #1669 Meat Market,1601 CROSS LINK RD ,,RALEIGH,NC,27610-4186,(919) 807-1395,2000/03/15 04:00:00+00,Meat Market,8147,-78.61481064,35.75482608,M
1903739,04092300167,Food Lion #434 Meat Market,1338 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,,2000/07/01 04:00:00+00,Meat Market,8148,-78.77764359,35.59047244,M
1903740,04092050004,Friendship Christian Sch. Cafeteria,5510 FALLS OF NEUSE RD ,,RALEIGH,NC,27609-4760,(919) 872-2133,1991/09/17 04:00:00+00,Private School Lunchrooms,8153,-78.61430281,35.85708664,M
1903741,04092110055,Carnage Middle Cafeteria,1425 CARNAGE DR,,RALEIGH,NC,27610-3909,(919) 856-7600 ext. 22107,1991/10/16 04:00:00+00,Public School Lunchrooms,8157,-78.62726569,35.76198666,M
1903742,04092040323,Traveling Dogs (WCID #495),2928 US 70  HWY E ,"LKQ Pick your part (Tu &amp; Thur 11-2pm )",CLAYTON ,NC,27520,(919) 345-4055,2014/08/26 04:00:00+00,Pushcarts,8159,-78.51828292,35.67387785,M
1903743,04092018490,Angie Dominican Cakes & Cafe,6109 Rock Quarry  RD ,Suite 105,RALEIGH,NC,27610,(919) 397-0478,2020/11/25 05:00:00+00,Restaurant,8176,-78.5485314,35.72427564,M
1903744,04092015993,ANGIE'S RESTAURANT,1340 W GARNER RD ,,GARNER,NC,27529,(919) 661-6707,2011/09/09 04:00:00+00,Restaurant,8194,-78.62350502,35.71734578,M
1903745,04092016554,VINNIE'S STEAK HOUSE & TAVERN,7440 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 847-7319,2013/11/18 05:00:00+00,Restaurant,8203,-78.64526778,35.88157372,M
1903746,04092017938,SoHot,1937 High House RD ,,CARY,NC,27519,(919) 694-5510,2018/09/20 04:00:00+00,Restaurant,8204,-78.84865444,35.78921622,M
1903747,04092017936,McDonald's #16917,7991 Fayetteville RD ,,RALEIGH,NC,27605,(919) 772-4850,2018/09/12 04:00:00+00,Restaurant,8205,-78.69868308,35.66510467,M
1903748,04092017874,Jasmin & Olivz,6679 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 803-2229,2018/07/06 04:00:00+00,Restaurant,8214,-78.62444941,35.87396756,M
1903749,04092018394,Pho Oxtail,3901 Captial  BLVD ,STE 163,RALEIGH,NC,27604,(919) 307-4008,2020/07/01 04:00:00+00,Restaurant,8217,-78.58517624,35.83498992,M
1903750,04092013878,El Senor,2001 Widewater Pky ,,KNIGHTDALE,NC,27545,(919) 261-0808,2003/08/19 04:00:00+00,Restaurant,8230,-78.50515596,35.79511678,T
